!datetime	Flow_metersCubedPerSecond	Water_Temperature_celsius	Salinity_practicalSalinityUnits
2006-07-16 20:00:00	1.9989635	24.288128	0
2006-07-17 20:00:00	1.9989635	24.528807	0
2006-07-18 20:00:00	1.9989635	20.59035	0
2006-07-19 20:00:00	1.9818	19.622044	0
2006-07-20 20:00:00	1.9818	21.039562	0
2006-07-21 20:00:00	1.9818	20.137044	0
2006-07-22 20:00:00	40.784369	16.845736	0
2006-07-23 20:00:00	2.0161441	17.938486	0
2006-07-24 20:00:00	2.0161441	20.335827	0
2006-07-25 20:00:00	2.0161441	22.207549	0
2006-07-26 20:00:00	1.9989635	23.072788	0
2006-07-27 20:00:00	1.9989635	22.841553	0
2006-07-28 20:00:00	1.9989635	21.724239	0
2006-07-29 20:00:00	1.9989635	20.724406	0
2006-07-30 20:00:00	1.9818	18.703961	0
2006-07-31 20:00:00	1.9818	23.218115	0
2006-08-01 20:00:00	1.9818	26.217577	0
2006-08-02 20:00:00	1.9818	24.502896	0
2006-08-03 20:00:00	1.9818	20.788137	0
2006-08-04 20:00:00	1.9818	20.028563	0
2006-08-05 20:00:00	1.9818	17.186841	0
2006-08-06 20:00:00	1.9818	19.784454	0
2006-08-07 20:00:00	1.9818	19.803345	0
2006-08-08 20:00:00	1.9818	17.052384	0
2006-08-09 20:00:00	1.964736	18.173655	0
2006-08-10 20:00:00	1.964736	15.259604	0
2006-08-11 20:00:00	1.964736	13.628836	0
2006-08-12 20:00:00	1.964736	14.283329	0
2006-08-13 20:00:00	1.964736	16.287125	0
2006-08-14 20:00:00	1.964736	19.748985	0
2006-08-15 20:00:00	1.964736	18.374228	0
2006-08-16 20:00:00	1.964736	18.001841	0
2006-08-17 20:00:00	1.9478112	19.404882	0
2006-08-18 20:00:00	1.9478112	20.41678	0
2006-08-19 20:00:00	14.147685	17.101901	0
2006-08-20 20:00:00	1.964736	15.958957	0
2006-08-21 20:00:00	1.964736	17.992433	0
2006-08-22 20:00:00	1.964736	18.158851	0
2006-08-23 20:00:00	1.964736	14.739374	0
2006-08-24 20:00:00	1.964736	15.226549	0
2006-08-25 20:00:00	1.9478112	15.133848	0
2006-08-26 20:00:00	1.9478112	14.317634	0
2006-08-27 20:00:00	17.837059	13.744167	0
2006-08-28 20:00:00	1.964736	16.017832	0
2006-08-29 20:00:00	1.9478112	18.300625	0
2006-08-30 20:00:00	1.9478112	13.224868	0
2006-08-31 20:00:00	1.9478112	14.91026	0
2006-09-01 20:00:00	1.9478112	14.248963	0
2006-09-02 20:00:00	1.9478112	13.092682	0
2006-09-03 20:00:00	1.9478112	15.716324	0
2006-09-04 20:00:00	1.9478112	16.760696	0
2006-09-05 20:00:00	1.9478112	17.182224	0
2006-09-06 20:00:00	1.9478112	16.730634	0
2006-09-07 20:00:00	1.9478112	17.595864	0
2006-09-08 20:00:00	1.9478112	18.499852	0
2006-09-09 20:00:00	1.9478112	13.645472	0
2006-09-10 20:00:00	1.9478112	11.757863	0
2006-09-11 20:00:00	1.9478112	10.996481	0
2006-09-12 20:00:00	1.9478112	12.219764	0
2006-09-13 20:00:00	1.9478112	14.665711	0
2006-09-14 20:00:00	1.9478112	16.807755	0
2006-09-15 20:00:00	1.9478112	18.15673	0
2006-09-16 20:00:00	1.9478112	18.359529	0
2006-09-17 20:00:00	1.9478112	19.089184	0
2006-09-18 20:00:00	1.9478112	18.595324	0
2006-09-19 20:00:00	1.9478112	15.086553	0
2006-09-20 20:00:00	1.9478112	10.894553	0
2006-09-21 20:00:00	1.9478112	11.087905	0
2006-09-22 20:00:00	1.9478112	13.464237	0
2006-09-23 20:00:00	1.9478112	18.303923	0
2006-09-24 20:00:00	1.9478112	13.61145	0
2006-09-25 20:00:00	1.9478112	13.055175	0
2006-09-26 20:00:00	1.9478112	12.510557	0
2006-09-27 20:00:00	1.9478112	14.341864	0
2006-09-28 20:00:00	1.9478112	12.284072	0
2006-09-29 20:00:00	1.9478112	8.4124973	0
2006-09-30 20:00:00	1.9478112	11.167849	0
2006-10-01 20:00:00	1.9478112	11.718469	0
2006-10-02 20:00:00	1.9478112	13.568475	0
2006-10-03 20:00:00	1.9478112	17.462802	0
2006-10-04 20:00:00	1.9478112	12.121898	0
2006-10-05 20:00:00	1.9478112	8.9162915	0
2006-10-06 20:00:00	1.9478112	8.0249965	0
2006-10-07 20:00:00	1.9478112	9.9001131	0
2006-10-08 20:00:00	1.9478112	13.341807	0
2006-10-09 20:00:00	1.9478112	13.291198	0
2006-10-10 20:00:00	1.9478112	12.283514	0
2006-10-11 20:00:00	12.635669	14.568485	0
2006-10-12 20:00:00	1.964736	8.4546595	0
2006-10-13 20:00:00	1.964736	5.889664	0
2006-10-14 20:00:00	1.964736	5.6808173	0
2006-10-15 20:00:00	1.964736	7.899236	0
2006-10-16 20:00:00	1.964736	7.6967077	0
2006-10-17 20:00:00	1.964736	11.952121	0
2006-10-18 20:00:00	1.964736	12.479329	0
2006-10-19 20:00:00	1.964736	13.502142	0
2006-10-20 20:00:00	1.964736	5.5134158	0
2006-10-21 20:00:00	1.964736	4.108252	0
2006-10-22 20:00:00	1.964736	7.5905242	0
2006-10-23 20:00:00	1.964736	6.2151853	0
2006-10-24 20:00:00	1.964736	5.5112649	0
2006-10-25 20:00:00	1.9478112	5.1709703	0
2006-10-26 20:00:00	1.9478112	3.6538706	0
2006-10-27 20:00:00	1.9478112	7.0048133	0
2006-10-28 20:00:00	20.194612	5.8571095	0
2006-10-29 20:00:00	1.964736	5.4743819	0
2006-10-30 20:00:00	1.964736	7.3580445	0
2006-10-31 20:00:00	1.964736	12.202576	0
2006-11-01 20:00:00	1.964736	7.3441703	0
2006-11-02 20:00:00	1.964736	3.4035971	0
2006-11-03 20:00:00	1.9478112	2.291624	0
2006-11-04 20:00:00	1.9478112	2.455149	0
2006-11-05 20:00:00	1.9478112	4.5183514	0
2006-11-06 20:00:00	1.931024	6.6133489	0
2006-11-07 20:00:00	1.931024	9.922439	0
2006-11-08 20:00:00	15.135838	13.143305	0
2006-11-09 20:00:00	1.9478112	10.749843	0
2006-11-10 20:00:00	1.9478112	7.5967333	0
2006-11-11 20:00:00	1.9478112	11.073616	0
2006-11-12 20:00:00	1.9478112	11.592263	0
2006-11-13 20:00:00	1.9478112	9.7757265	0
2006-11-14 20:00:00	1.9478112	11.578229	0
2006-11-15 20:00:00	1.9478112	13.168481	0
2006-11-16 20:00:00	14.952532	14.858714	0
2006-11-17 20:00:00	1.964736	6.7813183	0
2006-11-18 20:00:00	1.964736	4.7279531	0
2006-11-19 20:00:00	1.9478112	2.9619865	0
2006-11-20 20:00:00	1.9478112	0.98072677	0
2006-11-21 20:00:00	1.9478112	1.4448982	0
2006-11-22 20:00:00	1.9478112	1.9427194	0
2006-11-23 20:00:00	1.9478112	3.0968965	0
2006-11-24 20:00:00	1.931024	1.8278423	0
2006-11-25 20:00:00	1.931024	4.1214223	0
2006-11-26 20:00:00	1.931024	7.6409114	0
2006-11-27 20:00:00	1.931024	6.7219862	0
2006-11-28 20:00:00	1.931024	5.6746722	0
2006-11-29 20:00:00	1.931024	10.933802	0
2006-11-30 20:00:00	1.931024	14.190578	0
2006-12-01 20:00:00	1.931024	6.8918558	0
2006-12-02 20:00:00	1.931024	1.4535792	0
2006-12-03 20:00:00	1.931024	0.99490655	0
2006-12-04 20:00:00	1.931024	0.9626376	0
2006-12-05 20:00:00	1.931024	0.96262784	0
2006-12-06 20:00:00	1.9143391	3.1460845	0
2006-12-07 20:00:00	1.9143391	0.9628554	0
2006-12-08 20:00:00	1.9143391	0.9626376	0
2006-12-09 20:00:00	1.9143391	1.7840243	0
2006-12-10 20:00:00	1.9143391	2.1990796	0
2006-12-11 20:00:00	1.9143391	0.97971141	0
2006-12-12 20:00:00	1.9143391	2.4857333	0
2006-12-13 20:00:00	1.9143391	4.7289113	0
2006-12-14 20:00:00	1.9143391	5.679734	0
2006-12-15 20:00:00	1.8977292	5.397241	0
2006-12-16 20:00:00	1.8977292	3.4756079	0
2006-12-17 20:00:00	1.8977292	5.343565	0
2006-12-18 20:00:00	1.8977292	1.3626706	0
2006-12-19 20:00:00	1.8977292	0.96442316	0
2006-12-20 20:00:00	1.8977292	1.8867595	0
2006-12-21 20:00:00	1.8977292	0.96920883	0
2006-12-22 20:00:00	1.8977292	3.3150099	0
2006-12-23 20:00:00	1.8977292	3.5504305	0
2006-12-24 20:00:00	1.8977292	2.4884149	0
2006-12-25 20:00:00	1.8977292	3.3233555	0
2006-12-26 20:00:00	1.8977292	1.4648598	0
2006-12-27 20:00:00	1.8977292	0.99525309	0
2006-12-28 20:00:00	1.8977292	0.9626376	0
2006-12-29 20:00:00	1.8977292	0.9626376	0
2006-12-30 20:00:00	1.8977292	0.9626376	0
2006-12-31 20:00:00	1.8977292	0.97675758	0
2007-01-01 20:00:00	1.8977292	1.9777894	0
2007-01-02 20:00:00	1.8977292	1.1211818	0
2007-01-03 20:00:00	1.8977292	3.3171558	0
2007-01-04 20:00:00	1.8977292	5.8429793	0
2007-01-05 20:00:00	1.8977292	12.005381	0
2007-01-06 20:00:00	19.533782	5.6796782	0
2007-01-07 20:00:00	1.9143391	5.0470228	0
2007-01-08 20:00:00	1.9143391	2.6998084	0
2007-01-09 20:00:00	1.9143391	0.96264523	0
2007-01-10 20:00:00	1.9143391	0.9626376	0
2007-01-11 20:00:00	1.9143391	1.1231807	0
2007-01-12 20:00:00	1.9143391	3.3272166	0
2007-01-13 20:00:00	1.9143391	0.97326926	0
2007-01-14 20:00:00	1.9143391	0.96338473	0
2007-01-15 20:00:00	17.178755	0.65663775	0
2007-01-16 20:00:00	1.9143391	0.9626376	0
2007-01-17 20:00:00	1.9143391	0.9626376	0
2007-01-18 20:00:00	1.9143391	0.9626376	0
2007-01-19 20:00:00	1.9143391	0.9626376	0
2007-01-20 20:00:00	1.9143391	0.9626376	0
2007-01-21 20:00:00	1.9143391	0.9626376	0
2007-01-22 20:00:00	1.9143391	0.9626376	0
2007-01-23 20:00:00	1.9143391	0.9626376	0
2007-01-24 20:00:00	1.8977292	0.9626376	0
2007-01-25 20:00:00	1.8977292	0.9626376	0
2007-01-26 20:00:00	1.8977292	0.9626376	0
2007-01-27 20:00:00	1.8977292	0.9626376	0
2007-01-28 20:00:00	1.8977292	0.9626376	0
2007-01-29 20:00:00	1.8977292	0.9626376	0
2007-01-30 20:00:00	1.8977292	0.9626376	0
2007-01-31 20:00:00	1.8977292	0.9626376	0
2007-02-01 20:00:00	1.8977292	0.9626376	0
2007-02-02 20:00:00	1.88119	0.9626376	0
2007-02-03 20:00:00	1.88119	0.9626376	0
2007-02-04 20:00:00	1.88119	0.9626376	0
2007-02-05 20:00:00	1.88119	0.9626376	0
2007-02-06 20:00:00	1.88119	0.9626376	0
2007-02-07 20:00:00	1.88119	0.9626376	0
2007-02-08 20:00:00	1.88119	0.9626376	0
2007-02-09 20:00:00	1.88119	0.9626376	0
2007-02-10 20:00:00	1.88119	0.9626376	0
2007-02-11 20:00:00	1.8647183	0.9626376	0
2007-02-12 20:00:00	17.047273	0.65592883	0
2007-02-13 20:00:00	1.8647183	0.9626376	0
2007-02-14 20:00:00	16.495206	0.6572021	0
2007-02-15 20:00:00	1.88119	0.9626376	0
2007-02-16 20:00:00	1.88119	0.9626376	0
2007-02-17 20:00:00	1.88119	0.9626376	0
2007-02-18 20:00:00	1.88119	0.9626376	0
2007-02-19 20:00:00	1.88119	0.9626339	0
2007-02-20 20:00:00	1.88119	0.9626339	0
2007-02-21 20:00:00	1.88119	0.96263653	0
2007-02-22 20:00:00	1.88119	0.96263653	0
2007-02-23 20:00:00	1.88119	0.9626376	0
2007-02-24 20:00:00	1.88119	0.9626376	0
2007-02-25 20:00:00	1.88119	0.9626376	0
2007-02-26 20:00:00	1.88119	0.9626376	0
2007-02-27 20:00:00	1.88119	0.9626376	0
2007-02-28 20:00:00	1.88119	0.9626376	0
2007-03-01 20:00:00	1.88119	0.96387937	0
2007-03-02 20:00:00	1.88119	0.99511403	0
2007-03-03 20:00:00	1.88119	0.96228852	0
2007-03-04 20:00:00	1.88119	0.9626376	0
2007-03-05 20:00:00	1.88119	0.9626376	0
2007-03-06 20:00:00	1.88119	0.9626376	0
2007-03-07 20:00:00	1.88119	0.9626376	0
2007-03-08 20:00:00	1.88119	0.9626376	0
2007-03-09 20:00:00	1.88119	0.96229664	0
2007-03-10 20:00:00	1.88119	3.0259658	0
2007-03-11 20:00:00	1.88119	1.3023449	0
2007-03-12 20:00:00	1.88119	3.3605026	0
2007-03-13 20:00:00	1.88119	8.6632941	0
2007-03-14 20:00:00	1.88119	9.1218296	0
2007-03-15 20:00:00	17.083553	0.6559372	0
2007-03-16 20:00:00	1.8977292	0.9626376	0
2007-03-17 20:00:00	1.8977292	0.9626376	0
2007-03-18 20:00:00	1.8977292	0.9626376	0
2007-03-19 20:00:00	1.8977292	0.9626376	0
2007-03-20 20:00:00	1.8977292	0.9626376	0
2007-03-21 20:00:00	1.8977292	2.8952465	0
2007-03-22 20:00:00	1.8977292	7.226396	0
2007-03-23 20:00:00	1.8977292	4.2289982	0
2007-03-24 20:00:00	17.475699	3.7119488	0
2007-03-25 20:00:00	1.9143391	4.3346604	0
2007-03-26 20:00:00	1.9143391	7.4205058	0
2007-03-27 20:00:00	1.9143391	5.6386478	0
2007-03-28 20:00:00	1.9143391	1.0883934	0
2007-03-29 20:00:00	17.6899	2.8918835	0
2007-03-30 20:00:00	1.931024	2.7598952	0
2007-03-31 20:00:00	1.931024	5.5382078	0
2007-04-01 20:00:00	1.931024	4.1718478	0
2007-04-02 20:00:00	18.160363	3.8862009	0
2007-04-03 20:00:00	1.9478112	2.429311	0
2007-04-04 20:00:00	1.9478112	0.96244004	0
2007-04-05 20:00:00	1.9478112	0.9626376	0
2007-04-06 20:00:00	1.9478112	0.9626376	0
2007-04-07 20:00:00	1.9478112	0.9626376	0
2007-04-08 20:00:00	1.9478112	0.98949355	0
2007-04-09 20:00:00	1.9478112	1.6539782	0
2007-04-10 20:00:00	1.9478112	1.2360801	0
2007-04-11 20:00:00	1.9478112	2.5465439	0
2007-04-12 20:00:00	19.714113	1.8301865	0
2007-04-13 20:00:00	1.9478112	4.5899687	0
2007-04-14 20:00:00	1.9478112	4.1509278	0
2007-04-15 20:00:00	36.879226	3.7300034	0
2007-04-16 20:00:00	41.324205	3.506515	0
2007-04-17 20:00:00	18.8571	3.9533449	0
2007-04-18 20:00:00	2.0333461	7.7549097	0
2007-04-19 20:00:00	2.0333461	8.2400937	0
2007-04-20 20:00:00	18.512541	9.7766372	0
2007-04-21 20:00:00	2.0505662	11.874579	0
2007-04-22 20:00:00	2.0505662	15.399921	0
2007-04-23 20:00:00	2.0333461	13.413314	0
2007-04-24 20:00:00	2.0333461	7.5445217	0
2007-04-25 20:00:00	2.0333461	9.1027252	0
2007-04-26 20:00:00	2.0333461	8.6700115	0
2007-04-27 20:00:00	2.0161441	10.662306	0
2007-04-28 20:00:00	2.0161441	10.465369	0
2007-04-29 20:00:00	2.0161441	10.417132	0
2007-04-30 20:00:00	2.0161441	8.6215737	0
2007-05-01 20:00:00	2.0161441	9.5178671	0
2007-05-02 20:00:00	2.0161441	7.5298773	0
2007-05-03 20:00:00	2.0161441	7.4892308	0
2007-05-04 20:00:00	2.0161441	8.3827041	0
2007-05-05 20:00:00	2.0161441	7.5336516	0
2007-05-06 20:00:00	1.9989635	10.165624	0
2007-05-07 20:00:00	1.9989635	13.222456	0
2007-05-08 20:00:00	1.9989635	16.960988	0
2007-05-09 20:00:00	1.9989635	19.728578	0
2007-05-10 20:00:00	1.9989635	18.906811	0
2007-05-11 20:00:00	1.9989635	13.554618	0
2007-05-12 20:00:00	1.9989635	9.4083948	0
2007-05-13 20:00:00	1.9818	9.6213965	0
2007-05-14 20:00:00	1.9818	12.352907	0
2007-05-15 20:00:00	1.9818	16.192634	0
2007-05-16 20:00:00	18.899389	9.6385674	0
2007-05-17 20:00:00	1.9989635	7.6332356	0
2007-05-18 20:00:00	1.9989635	9.539137	0
2007-05-19 20:00:00	1.9989635	11.839351	0
2007-05-20 20:00:00	1.9989635	11.300472	0
2007-05-21 20:00:00	1.9989635	11.495008	0
2007-05-22 20:00:00	1.9989635	13.313101	0
2007-05-23 20:00:00	1.9989635	17.674027	0
2007-05-24 20:00:00	1.9989635	21.266405	0
2007-05-25 20:00:00	1.9989635	19.185077	0
2007-05-26 20:00:00	1.9989635	14.913876	0
2007-05-27 20:00:00	1.9989635	17.709757	0
2007-05-28 20:00:00	1.9989635	14.847858	0
2007-05-29 20:00:00	1.9818	15.669368	0
2007-05-30 20:00:00	1.9818	16.475049	0
2007-05-31 20:00:00	1.9818	18.130409	0
2007-06-01 20:00:00	1.9818	20.024974	0
2007-06-02 20:00:00	1.9818	19.409733	0
2007-06-03 20:00:00	1.9818	14.051853	0
2007-06-04 20:00:00	1.9818	17.584262	0
2007-06-05 20:00:00	1.9818	13.73146	0
2007-06-06 20:00:00	1.9818	11.612461	0
2007-06-07 20:00:00	1.9818	17.591325	0
2007-06-08 20:00:00	1.9818	18.400712	0
2007-06-09 20:00:00	1.9818	16.801595	0
2007-06-10 20:00:00	1.9818	18.585224	0
2007-06-11 20:00:00	1.9818	19.394685	0
2007-06-12 20:00:00	1.9818	16.120745	0
2007-06-13 20:00:00	1.9818	13.810118	0
2007-06-14 20:00:00	1.9818	15.92996	0
2007-06-15 20:00:00	1.9818	18.167479	0
2007-06-16 20:00:00	1.9818	19.310156	0
2007-06-17 20:00:00	1.9818	18.116673	0
2007-06-18 20:00:00	1.9818	18.720823	0
2007-06-19 20:00:00	1.9818	19.504808	0
2007-06-20 20:00:00	1.9818	16.340047	0
2007-06-21 20:00:00	1.9818	14.239337	0
2007-06-22 20:00:00	1.964736	13.013448	0
2007-06-23 20:00:00	1.964736	13.974406	0
2007-06-24 20:00:00	1.964736	19.139392	0
2007-06-25 20:00:00	1.964736	22.330314	0
2007-06-26 20:00:00	1.964736	23.926956	0
2007-06-27 20:00:00	1.964736	22.465737	0
2007-06-28 20:00:00	1.964736	15.73886	0
2007-06-29 20:00:00	1.964736	14.701211	0
2007-06-30 20:00:00	1.964736	13.046675	0
2007-07-01 20:00:00	1.964736	12.795031	0
2007-07-02 20:00:00	1.9478112	15.257012	0
2007-07-03 20:00:00	1.9478112	17.276774	0
2007-07-04 20:00:00	17.019435	16.484505	0
2007-07-05 20:00:00	1.964736	19.319287	0
2007-07-06 20:00:00	1.964736	17.223316	0
2007-07-07 20:00:00	1.964736	19.288178	0
2007-07-08 20:00:00	1.964736	19.316	0
2007-07-09 20:00:00	1.964736	22.280141	0
2007-07-10 20:00:00	1.964736	23.07527	0
2007-07-11 20:00:00	17.167265	19.115508	0
2007-07-12 20:00:00	1.9818	17.716403	0
2007-07-13 20:00:00	1.9818	17.484871	0
2007-07-14 20:00:00	1.9818	19.637031	0
2007-07-15 20:00:00	1.9818	18.924586	0
2007-07-16 20:00:00	1.9818	19.502962	0
2007-07-17 20:00:00	1.9818	18.868535	0
2007-07-18 20:00:00	1.9818	19.291577	0
2007-07-19 20:00:00	1.9818	18.518807	0
2007-07-20 20:00:00	18.22994	15.586909	0
2007-07-21 20:00:00	1.9989635	17.624555	0
2007-07-22 20:00:00	1.9989635	17.237203	0
2007-07-23 20:00:00	1.9989635	19.623753	0
2007-07-24 20:00:00	1.9989635	21.144488	0
2007-07-25 20:00:00	1.9989635	21.756304	0
2007-07-26 20:00:00	1.9989635	22.878292	0
2007-07-27 20:00:00	1.9989635	21.281165	0
2007-07-28 20:00:00	1.9989635	20.926522	0
2007-07-29 20:00:00	1.9989635	21.467332	0
2007-07-30 20:00:00	1.9989635	21.511092	0
2007-07-31 20:00:00	1.9989635	22.397898	0
2007-08-01 20:00:00	1.9989635	23.803956	0
2007-08-02 20:00:00	1.9989635	24.747358	0
2007-08-03 20:00:00	1.9818	22.399202	0
2007-08-04 20:00:00	1.9818	17.526361	0
2007-08-05 20:00:00	1.9818	17.282242	0
2007-08-06 20:00:00	1.9818	21.17757	0
2007-08-07 20:00:00	1.9818	20.881683	0
2007-08-08 20:00:00	1.9818	18.775165	0
2007-08-09 20:00:00	1.9818	16.385135	0
2007-08-10 20:00:00	1.9818	17.023018	0
2007-08-11 20:00:00	1.9818	20.531085	0
2007-08-12 20:00:00	1.9818	20.55758	0
2007-08-13 20:00:00	1.9818	15.883098	0
2007-08-14 20:00:00	1.9818	17.652498	0
2007-08-15 20:00:00	1.9818	19.722145	0
2007-08-16 20:00:00	1.9818	20.305377	0
2007-08-17 20:00:00	1.9818	13.806974	0
2007-08-18 20:00:00	1.9818	13.278819	0
2007-08-19 20:00:00	1.9818	13.440752	0
2007-08-20 20:00:00	1.9818	15.73886	0
2007-08-21 20:00:00	1.9818	14.554496	0
2007-08-22 20:00:00	1.9818	15.903988	0
2007-08-23 20:00:00	1.9818	20.167065	0
2007-08-24 20:00:00	1.9818	24.547812	0
2007-08-25 20:00:00	1.9818	23.111746	0
2007-08-26 20:00:00	1.9818	18.436985	0
2007-08-27 20:00:00	1.9818	19.148443	0
2007-08-28 20:00:00	1.9818	20.645139	0
2007-08-29 20:00:00	1.9818	21.554767	0
2007-08-30 20:00:00	1.9818	19.774357	0
2007-08-31 20:00:00	1.9818	15.794638	0
2007-09-01 20:00:00	1.964736	13.507218	0
2007-09-02 20:00:00	1.964736	17.036905	0
2007-09-03 20:00:00	1.964736	16.356346	0
2007-09-04 20:00:00	1.964736	12.888604	0
2007-09-05 20:00:00	1.964736	15.992272	0
2007-09-06 20:00:00	1.964736	20.755418	0
2007-09-07 20:00:00	1.964736	22.731287	0
2007-09-08 20:00:00	1.964736	19.300861	0
2007-09-09 20:00:00	1.964736	17.026096	0
2007-09-10 20:00:00	1.964736	16.212573	0
2007-09-11 20:00:00	1.964736	15.38334	0
2007-09-12 20:00:00	1.964736	12.815334	0
2007-09-13 20:00:00	1.964736	14.96824	0
2007-09-14 20:00:00	1.964736	14.204789	0
2007-09-15 20:00:00	1.964736	9.8070746	0
2007-09-16 20:00:00	1.964736	11.535419	0
2007-09-17 20:00:00	1.964736	12.437293	0
2007-09-18 20:00:00	1.964736	12.903726	0
2007-09-19 20:00:00	1.964736	16.067447	0
2007-09-20 20:00:00	1.964736	18.333062	0
2007-09-21 20:00:00	1.964736	18.455856	0
2007-09-22 20:00:00	1.964736	16.938383	0
2007-09-23 20:00:00	1.964736	15.01714	0
2007-09-24 20:00:00	1.964736	18.005243	0
2007-09-25 20:00:00	1.964736	21.730192	0
2007-09-26 20:00:00	1.964736	21.930146	0
2007-09-27 20:00:00	1.964736	18.373095	0
2007-09-28 20:00:00	1.964736	13.553739	0
2007-09-29 20:00:00	1.964736	11.300534	0
2007-09-30 20:00:00	1.964736	12.839879	0
2007-10-01 20:00:00	1.964736	13.937765	0
2007-10-02 20:00:00	1.964736	16.060247	0
2007-10-03 20:00:00	1.964736	17.884009	0
2007-10-04 20:00:00	1.964736	18.207682	0
2007-10-05 20:00:00	1.964736	18.786566	0
2007-10-06 20:00:00	1.964736	16.244141	0
2007-10-07 20:00:00	1.964736	12.872976	0
2007-10-08 20:00:00	1.964736	13.635419	0
2007-10-09 20:00:00	1.964736	11.736157	0
2007-10-10 20:00:00	1.964736	11.999554	0
2007-10-11 20:00:00	1.964736	11.653364	0
2007-10-12 20:00:00	1.964736	7.3816157	0
2007-10-13 20:00:00	1.964736	8.0892199	0
2007-10-14 20:00:00	1.964736	8.3464137	0
2007-10-15 20:00:00	1.964736	8.6628767	0
2007-10-16 20:00:00	1.964736	9.174616	0
2007-10-17 20:00:00	1.964736	14.552158	0
2007-10-18 20:00:00	1.964736	16.228433	0
2007-10-19 20:00:00	1.964736	16.674537	0
2007-10-20 20:00:00	1.964736	13.827815	0
2007-10-21 20:00:00	1.964736	15.923533	0
2007-10-22 20:00:00	1.964736	16.815925	0
2007-10-23 20:00:00	1.964736	12.585464	0
2007-10-24 20:00:00	1.964736	10.198641	0
2007-10-25 20:00:00	1.9478112	8.1250596	0
2007-10-26 20:00:00	1.9478112	12.481656	0
2007-10-27 20:00:00	1.9478112	9.694653	0
2007-10-28 20:00:00	1.9478112	3.3970565	0
2007-10-29 20:00:00	1.9478112	6.6952253	0
2007-10-30 20:00:00	1.9478112	9.6308359	0
2007-10-31 20:00:00	1.9478112	10.243038	0
2007-11-01 20:00:00	1.9478112	5.4039804	0
2007-11-02 20:00:00	1.9478112	3.9975496	0
2007-11-03 20:00:00	1.931024	4.9130301	0
2007-11-04 20:00:00	1.931024	5.4081342	0
2007-11-05 20:00:00	1.931024	7.4328069	0
2007-11-06 20:00:00	1.931024	4.2296076	0
2007-11-07 20:00:00	1.931024	2.5659284	0
2007-11-08 20:00:00	1.931024	2.761765	0
2007-11-09 20:00:00	1.931024	2.4191321	0
2007-11-10 20:00:00	1.931024	0.96579777	0
2007-11-11 20:00:00	1.931024	1.5139236	0
2007-11-12 20:00:00	1.9143391	4.3780951	0
2007-11-13 20:00:00	1.9143391	5.7117312	0
2007-11-14 20:00:00	1.9143391	11.124719	0
2007-11-15 20:00:00	17.704608	4.5541274	0
2007-11-16 20:00:00	1.931024	0.99698732	0
2007-11-17 20:00:00	1.931024	0.97277772	0
2007-11-18 20:00:00	1.931024	0.96453403	0
